Edge name,partner1,partner2,Edge Type,Spearman corr pval (metatreatment1),Spearman corr pval (metatreatment2),Spearman corr pval (metatreatment3),Spearman corr pval (metatreatment4),Spearman corr pval (metatreatment5),Spearman corr pval (metatreatment6),Combined corr Pvalue,Corr Coefficient (metatreatment1),Corr Coefficient (metatreatment2),Corr Coefficient (metatreatment3),Corr Coefficient (metatreatment4),Corr Coefficient (metatreatment5),Corr Coefficient (metatreatment6),Mean Corr Coefficient,Combined corr FDR,partner1 name,partner1_MedianValue (Experiment1),partner1_MedianValue (Experiment2),partner1_MeanValue (Experiment1),partner1_MeanValue (Experiment2),partner1_MedianLog2FoldChange (Experiment1),partner1_MedianLog2FoldChange (Experiment2),partner1_MeanLog2FoldChange (Experiment1),partner1_MeanLog2FoldChange (Experiment2),partner2 name,partner2_MedianValue (Experiment1),partner2_MedianValue (Experiment2),partner2_MeanValue (Experiment1),partner2_MeanValue (Experiment2),partner2_MedianLog2FoldChange (Experiment1),partner2_MedianLog2FoldChange (Experiment2),partner2_MeanLog2FoldChange (Experiment1),partner2_MeanLog2FoldChange (Experiment2),Correlations Passed Consistency Filter (All Agree),All Non-PUC Filters Passed,combined Coefficient correlation Direction,partner1_FC_direction,partner2_FC_direction,IfFoldChangeDirectionMatch,PUC,"Final Network Value (0: No edge, 1: Positive edge, -1: Negative edge)"
ENSMUSG00000030216<==>ENSMUSG00000048118,ENSMUSG00000030216,ENSMUSG00000048118,RNAseq<==>RNAseq,0.0008629681828999817,0.0002604000243872527,0.0149026676862301,0.0008629681828999817,0.0002604000243872527,0.0149026676862301,9.668330150775727e-12,0.9285714285714286,0.9523809523809523,0.8095238095238095,0.9285714285714286,0.9523809523809523,0.8095238095238095,0.8968253968253969,5.543538062854891e-10,ENSMUSG00000030216,19.055134585,19.055134585,24.837370774375,24.837370774375,1.491656884488869,1.491656884488869,1.6172289626447782,1.6172289626447782,ENSMUSG00000048118,52.438390495,52.438390495,59.905154804687506,59.905154804687506,1.27954136978445,1.27954136978445,1.3962392658415714,1.3962392658415714,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000048118<==>ENSMUSG00000044252,ENSMUSG00000048118,ENSMUSG00000044252,RNAseq<==>RNAseq,0.010175540123456787,0.0002604000243872527,0.07098765432098764,0.010175540123456787,0.0002604000243872527,0.07098765432098764,9.953650344116123e-09,0.8333333333333334,0.9523809523809523,0.6666666666666666,0.8333333333333334,0.9523809523809523,0.6666666666666666,0.8174603174603176,9.805690676838723e-08,ENSMUSG00000048118,52.438390495,52.438390495,59.905154804687506,59.905154804687506,1.27954136978445,1.27954136978445,1.3962392658415714,1.3962392658415714,ENSMUSG00000044252,75.51891875999999,75.51891875999999,107.6425946715625,107.6425946715625,1.7441109088946305,1.7441109088946305,1.559975940858641,1.559975940858641,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid512<==>lipid507,lipid512,lipid507,lipid_metab<==>lipid_metab,0.010175540123456787,3.314396026200151e-05,0.01541937276223223,0.010175540123456787,3.314396026200151e-05,0.01541937276223223,2.0867066579211227e-11,0.8333333333333334,0.9761904761904762,0.8072289156626506,0.8333333333333334,0.9761904761904762,0.8072289156626506,0.8722509083954867,1.4577712550819977e-09,lipid512,236.82274304999999,236.82274304999999,730.9080146028124,730.9080146028124,-5.702374961518705,-5.702374961518705,-5.573033698617067,-5.573033698617067,lipid507,1705.907821,1705.907821,1945.8169057218747,1945.8169057218747,-2.401590490233446,-2.401590490233446,-2.1865753819960543,-2.1865753819960543,True,True,1.0,-1.0,-1.0,1.0,1,1.0
ENSMUSG00000027884<==>ENSMUSG00000044252,ENSMUSG00000027884,ENSMUSG00000044252,RNAseq<==>RNAseq,0.03655276105286082,3.314396026200151e-05,0.0020082755054294677,0.03655276105286082,3.314396026200151e-05,0.0020082755054294677,5.522627793764171e-12,0.7380952380952381,0.9761904761904762,0.9047619047619048,0.7380952380952381,0.9761904761904762,0.9047619047619048,0.873015873015873,3.7959958159372144e-10,ENSMUSG00000027884,19.21081516,19.21081516,26.504355706625002,26.504355706625002,2.2328594998536873,2.2328594998536873,2.2013737139855167,2.2013737139855167,ENSMUSG00000044252,75.51891875999999,75.51891875999999,107.6425946715625,107.6425946715625,1.7441109088946305,1.7441109088946305,1.559975940858641,1.559975940858641,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid436<==>lipid65,lipid436,lipid65,lipid_metab<==>lipid_metab,0.0038503204637324114,0.03655276105286082,0.08555889101267318,0.0038503204637324114,0.03655276105286082,0.08555889101267318,9.122935415412692e-06,-0.8809523809523809,-0.7380952380952381,-0.6428571428571429,-0.8809523809523809,-0.7380952380952381,-0.6428571428571429,-0.753968253968254,7.177734985978397e-05,lipid436,31.82052161,31.82052161,51.791804770562486,51.791804770562486,-1.6632527592347432,-1.6632527592347432,-6.009315364534523,-6.009315364534523,lipid65,756.1127031999999,756.1127031999999,724.009844884375,724.009844884375,0.7051423324178118,0.7051423324178118,0.6801816539832743,0.6801816539832743,True,True,-1.0,-1.0,1.0,-1.0,1,-1.0
ENSMUSG00000049091<==>ENSMUSG00000052595,ENSMUSG00000049091,ENSMUSG00000052595,RNAseq<==>RNAseq,0.0002604000243872527,0.0038503204637324114,0.04652823228416728,0.0002604000243872527,0.0038503204637324114,0.04652823228416728,9.28533989959957e-10,0.9523809523809523,0.8809523809523809,0.7142857142857143,0.9523809523809523,0.8809523809523809,0.7142857142857143,0.8492063492063493,1.5820731054309443e-08,ENSMUSG00000049091,2.2708028525,2.2708028525,12.92856754959375,12.92856754959375,4.9803662193282365,4.9803662193282365,4.734273808171684,4.734273808171684,ENSMUSG00000052595,46.015371855,46.015371855,81.89834791343748,81.89834791343748,2.6082946245779186,2.6082946245779186,2.6812627451128157,2.6812627451128157,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000042605<==>ENSMUSG00000035284,ENSMUSG00000042605,ENSMUSG00000035284,RNAseq<==>RNAseq,0.020815127253525318,0.020815127253525318,0.02800493915307187,0.020815127253525318,0.020815127253525318,0.02800493915307187,9.233512649791868e-06,0.7857142857142857,0.7857142857142857,0.7619047619047619,0.7857142857142857,0.7857142857142857,0.7619047619047619,0.7777777777777777,2.433812760944623e-05,ENSMUSG00000042605,71.83373388000001,71.83373388000001,76.1690427015625,76.1690427015625,0.8728582703629537,0.8728582703629537,0.756795224713715,0.756795224713715,ENSMUSG00000035284,7.073149718,7.073149718,13.529175260843749,13.529175260843749,2.7501757946513803,2.7501757946513803,2.740755884618366,2.740755884618366,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000059495<==>ENSMUSG00000025860,ENSMUSG00000059495,ENSMUSG00000025860,RNAseq<==>RNAseq,0.04652823228416728,0.02800493915307187,0.0149026676862301,0.04652823228416728,0.02800493915307187,0.0149026676862301,1.9337189277657033e-05,0.7142857142857143,0.7619047619047619,0.8095238095238095,0.7142857142857143,0.7619047619047619,0.8095238095238095,0.7619047619047619,4.57901052825447e-05,ENSMUSG00000059495,57.780997119999995,57.780997119999995,79.61060948968749,79.61060948968749,1.8634037973097362,1.8634037973097362,1.701178320517339,1.701178320517339,ENSMUSG00000025860,65.45214461500001,65.45214461500001,85.46309290156249,85.46309290156249,1.617306826132049,1.617306826132049,1.656585061421552,1.656585061421552,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000053510<==>ENSMUSG00000021549,ENSMUSG00000053510,ENSMUSG00000021549,RNAseq<==>RNAseq,0.006530017254715304,0.0008629681828999817,0.07098765432098764,0.006530017254715304,0.0008629681828999817,0.07098765432098764,3.538997149379481e-08,0.8571428571428571,0.9285714285714286,0.6666666666666666,0.8571428571428571,0.9285714285714286,0.6666666666666666,0.8174603174603176,2.567093454624519e-07,ENSMUSG00000053510,35.214457905,35.214457905,38.8209275625,38.8209275625,0.754849303558193,0.754849303558193,0.734151242944821,0.734151242944821,ENSMUSG00000021549,26.056529734999998,26.056529734999998,31.804662606562502,31.804662606562502,1.374840200408129,1.374840200408129,1.4351889237936462,1.4351889237936462,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid413<==>lipid86,lipid413,lipid86,lipid_metab<==>lipid_metab,0.03779135974759221,0.03655276105286082,0.05006339467042144,0.03779135974759221,0.03655276105286082,0.05006339467042144,0.0001362901350798584,-0.7349397590361446,-0.7380952380952381,-0.7065994945288229,-0.7349397590361446,-0.7380952380952381,-0.7065994945288229,-0.7265448305534018,0.000671742209744319,lipid413,102.12350095,102.12350095,106.93189117450001,106.93189117450001,1.4555129356955891,1.4555129356955891,1.7083144321270776,1.7083144321270776,lipid86,308.989163,308.989163,462.7434694178125,462.7434694178125,-1.6945132077072604,-1.6945132077072604,-1.4855671426026384,-1.4855671426026384,True,True,-1.0,1.0,-1.0,-1.0,1,-1.0
ENSMUSG00000064337<==>ENSMUSG00000022383,ENSMUSG00000064337,ENSMUSG00000022383,RNAseq<==>RNAseq,0.0756667914858492,0.0011108173578061712,3.314396026200151e-05,0.0756667914858492,0.0011108173578061712,3.314396026200151e-05,7.003010042421896e-12,0.6587325492402599,0.9221722216732094,0.9761904761904762,0.6587325492402599,0.9221722216732094,0.9761904761904762,0.8523650823679819,4.4951396536451494e-10,ENSMUSG00000064337,1441.1055744999999,1441.1055744999999,4521.156135850001,4521.156135850001,4.172841866540582,4.172841866540582,4.083104108444955,4.083104108444955,ENSMUSG00000022383,65.24405235,65.24405235,115.69545477718755,115.69545477718755,3.4654666648694645,3.4654666648694645,3.2408771938464573,3.2408771938464573,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000021549<==>ENSMUSG00000025194,ENSMUSG00000021549,ENSMUSG00000025194,RNAseq<==>RNAseq,0.020815127253525318,0.010175540123456787,3.314396026200151e-05,0.020815127253525318,0.010175540123456787,3.314396026200151e-05,3.5207716144838744e-11,0.7857142857142857,0.8333333333333334,0.9761904761904762,0.7857142857142857,0.8333333333333334,0.9761904761904762,0.8650793650793651,1.4146848463552135e-09,ENSMUSG00000021549,26.056529734999998,26.056529734999998,31.804662606562502,31.804662606562502,1.374840200408129,1.374840200408129,1.4351889237936462,1.4351889237936462,ENSMUSG00000025194,117.85842815,117.85842815,274.09618388812504,274.09618388812504,3.2007734036102433,3.2007734036102433,3.2086991380101786,3.2086991380101786,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000060961<==>ENSMUSG00000034252,ENSMUSG00000060961,ENSMUSG00000034252,RNAseq<==>RNAseq,0.05799031816457279,0.03655276105286082,0.04652823228416728,0.05799031816457279,0.03655276105286082,0.04652823228416728,0.00023218697353493507,0.6904761904761905,0.7380952380952381,0.7142857142857143,0.6904761904761905,0.7380952380952381,0.7142857142857143,0.7142857142857143,0.00039904910292151724,ENSMUSG00000060961,114.02250875,114.02250875,126.45018100687498,126.45018100687498,1.4235830883646323,1.4235830883646323,1.3958851322428605,1.3958851322428605,ENSMUSG00000034252,27.48995075,27.48995075,39.7372434190625,39.7372434190625,1.719954050566242,1.719954050566242,1.7693546293487994,1.7693546293487994,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000029836<==>ENSMUSG00000064337,ENSMUSG00000029836,ENSMUSG00000064337,RNAseq<==>RNAseq,0.0756667914858492,0.0011108173578061712,0.03655276105286082,0.0756667914858492,0.0011108173578061712,0.03655276105286082,1.0217284099728128e-06,0.6587325492402599,0.9221722216732094,0.7380952380952381,0.6587325492402599,0.9221722216732094,0.7380952380952381,0.7730000030029025,3.9216849011592806e-06,ENSMUSG00000029836,18.651598815,18.651598815,35.6787156733125,35.6787156733125,2.8350096882386615,2.8350096882386615,2.7268629972338494,2.7268629972338494,ENSMUSG00000064337,1441.1055744999999,1441.1055744999999,4521.156135850001,4521.156135850001,4.172841866540582,4.172841866540582,4.083104108444955,4.083104108444955,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid454<==>lipid445,lipid454,lipid445,lipid_metab<==>lipid_metab,0.0002604000243872527,3.314396026200151e-05,0.18272075053971493,0.0002604000243872527,3.314396026200151e-05,0.18272075053971493,2.5776179937616184e-12,0.9523809523809523,0.9761904761904762,0.5238095238095238,0.9523809523809523,0.9761904761904762,0.5238095238095238,0.8174603174603173,2.4123703287611815e-10,lipid454,103.2284508,103.2284508,250.25776827243746,250.25776827243746,-2.8862586754000197,-2.8862586754000197,-2.8662073510413135,-2.8662073510413135,lipid445,1406.7877560000002,1406.7877560000002,4575.824194248188,4575.824194248188,-3.6560794627791213,-3.6560794627791213,-3.237582363570314,-3.237582363570314,True,True,1.0,-1.0,-1.0,1.0,1,1.0
lipid362<==>lipid213,lipid362,lipid213,lipid_metab<==>lipid_metab,0.08308772479827897,0.0149026676862301,0.19154931341586592,0.08308772479827897,0.0149026676862301,0.19154931341586592,0.0008421898928469661,0.6467181814331598,0.8095238095238095,0.5149792926227014,0.6467181814331598,0.8095238095238095,0.5149792926227014,0.6570737611932236,0.0029234056746183334,lipid362,679.29970385,679.29970385,689.4031749343749,689.4031749343749,1.5556275788598315,1.5556275788598315,1.5176795538104335,1.5176795538104335,lipid213,742.1991478,742.1991478,743.9771014823435,743.9771014823435,6.040997986318649,6.040997986318649,3.633533059158476,3.633533059158476,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000031722<==>ENSMUSG00000057465,ENSMUSG00000031722,ENSMUSG00000057465,RNAseq<==>RNAseq,0.015904562291661425,0.0002604000243872527,0.09680053497397746,0.015904562291661425,0.0002604000243872527,0.09680053497397746,3.551954606421066e-08,0.8051175601825399,0.9523809523809523,0.6260614855788013,0.8051175601825399,0.9523809523809523,0.6260614855788013,0.7945199993807645,2.5746625506486786e-07,ENSMUSG00000031722,7236.451174,7236.451174,7232.145012343748,7232.145012343748,0.7626407322768578,0.7626407322768578,0.9294115573796707,0.9294115573796707,ENSMUSG00000057465,344.5961317,344.5961317,368.00428469625007,368.00428469625007,3.5541049572271017,3.5541049572271017,3.7641980509789925,3.7641980509789925,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid482<==>lipid443,lipid482,lipid443,lipid_metab<==>lipid_metab,0.00037531187379043885,0.007735269516053341,0.03051275903330906,0.00037531187379043885,0.007735269516053341,0.03051275903330906,2.776260429835936e-09,0.9461247469114746,0.8485004317396406,0.7545045450053531,0.9461247469114746,0.8485004317396406,0.7545045450053531,0.8497099078854896,8.505826710986751e-08,lipid482,594.2388239500001,594.2388239500001,863.5045986834374,863.5045986834374,-0.7956317081153887,-0.7956317081153887,-0.7989726952645732,-0.7989726952645732,lipid443,8606.400916999999,8606.400916999999,15602.448513687494,15602.448513687494,-1.736791912256322,-1.736791912256322,-1.5744429910089475,-1.5744429910089475,True,True,1.0,-1.0,-1.0,1.0,1,1.0
lipid384<==>lipid138,lipid384,lipid138,lipid_metab<==>lipid_metab,0.05381326964135101,0.07098765432098764,0.010175540123456787,0.05381326964135101,0.07098765432098764,0.010175540123456787,5.668657767685837e-05,0.6987951807228916,0.6666666666666666,0.8333333333333334,0.6987951807228916,0.6666666666666666,0.8333333333333334,0.7329317269076306,0.00032568319419350373,lipid384,95.56168585,95.56168585,112.06506216968752,112.06506216968752,0.676175648282094,0.676175648282094,0.6847543896687884,0.6847543896687884,lipid138,38.91604058,38.91604058,41.36850744937501,41.36850744937501,0.6645679100393236,0.6645679100393236,0.678010520257324,0.678010520257324,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid488<==>lipid247,lipid488,lipid247,lipid_metab<==>lipid_metab,0.004512385603651026,0.020815127253525318,0.05090447537434969,0.004512385603651026,0.020815127253525318,0.05090447537434969,2.08895857276838e-06,-0.8742671711966791,-0.7857142857142857,-0.7048192771084337,-0.8742671711966791,-0.7857142857142857,-0.7048192771084337,-0.7882669113397994,2.1749907221760753e-05,lipid488,6124.3983265,6124.3983265,8029.344948006249,8029.344948006249,-4.565185115763376,-4.565185115763376,-4.444345522236169,-4.444345522236169,lipid247,84.660495845,84.660495845,94.93768065890626,94.93768065890626,9.432908858065574,9.432908858065574,3.967342789028134,3.967342789028134,True,True,-1.0,-1.0,1.0,-1.0,1,-1.0
ENSMUSG00000074422<==>ENSMUSG00000046230,ENSMUSG00000074422,ENSMUSG00000046230,RNAseq<==>RNAseq,0.04652823228416728,0.0002604000243872527,0.08555889101267318,0.04652823228416728,0.0002604000243872527,0.08555889101267318,1.723754777986346e-07,0.7142857142857143,0.9523809523809523,0.6428571428571429,0.7142857142857143,0.9523809523809523,0.6428571428571429,0.7698412698412699,9.035768497241216e-07,ENSMUSG00000074422,10.023149108,10.023149108,13.838264049781246,13.838264049781246,1.9502816383292105,1.9502816383292105,1.8246650127121393,1.8246650127121393,ENSMUSG00000046230,5.665342365,5.665342365,8.003186248843749,8.003186248843749,2.4972358365265412,2.4972358365265412,2.3245240356429955,2.3245240356429955,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000053877<==>ENSMUSG00000034610,ENSMUSG00000053877,ENSMUSG00000034610,RNAseq<==>RNAseq,0.006530017254715304,0.02800493915307187,0.0149026676862301,0.006530017254715304,0.02800493915307187,0.0149026676862301,8.408919337558039e-07,0.8571428571428571,0.7619047619047619,0.8095238095238095,0.8571428571428571,0.7619047619047619,0.8095238095238095,0.8095238095238094,3.3341659191576285e-06,ENSMUSG00000053877,3.9249935525,3.9249935525,7.318775778000001,7.318775778000001,3.29554367901389,3.29554367901389,3.0977354287200654,3.0977354287200654,ENSMUSG00000034610,20.022462140000002,20.022462140000002,27.708014344499997,27.708014344499997,2.2541603727371937,2.2541603727371937,2.146212341481437,2.146212341481437,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid508<==>lipid511,lipid508,lipid511,lipid_metab<==>lipid_metab,3.314396026200151e-05,0.0006791057452310934,0.05799031816457279,3.314396026200151e-05,0.0006791057452310934,0.05799031816457279,1.8474961257270535e-12,0.9761904761904762,0.9341484842923421,0.6904761904761905,0.9761904761904762,0.9341484842923421,0.6904761904761905,0.8669383836530029,1.8425269982164775e-10,lipid508,1212.7532075,1212.7532075,1897.6239600821882,1897.6239600821882,-4.570467860975106,-4.570467860975106,-4.246714623280135,-4.246714623280135,lipid511,313.3363809,313.3363809,330.29582445162504,330.29582445162504,-3.638570942017076,-3.638570942017076,-3.304969035096162,-3.304969035096162,True,True,1.0,-1.0,-1.0,1.0,1,1.0
lipid88<==>lipid291,lipid88,lipid291,lipid_metab<==>lipid_metab,0.020833938764925352,0.09405015666402565,0.12427503228735899,0.020833938764925352,0.09405015666402565,0.12427503228735899,0.0008747847240037966,0.785645785824378,0.630061919161936,0.5892343393682836,0.785645785824378,0.630061919161936,0.5892343393682836,0.6683140147848659,0.003018435192989478,lipid88,97.33172600500001,97.33172600500001,109.138845035,109.138845035,-1.601667700404658,-1.601667700404658,-1.4427398611073967,-1.4427398611073967,lipid291,12779.40794,12779.40794,14939.821198624997,14939.821198624997,-0.31584565138775456,-0.31584565138775456,-0.3718981433787962,-0.3718981433787962,True,True,1.0,-1.0,-1.0,1.0,1,1.0
lipid1<==>lipid20,lipid1,lipid20,lipid_metab<==>lipid_metab,3.314396026200151e-05,0.010175540123456787,0.04652823228416728,3.314396026200151e-05,0.010175540123456787,0.04652823228416728,1.4224147721691554e-10,0.9761904761904762,0.8333333333333334,0.7142857142857143,0.9761904761904762,0.8333333333333334,0.7142857142857143,0.8412698412698413,7.020320826053978e-09,lipid1,0.010449737,0.010449737,0.014241398312500002,0.014241398312500002,4.046063671735368,4.046063671735368,3.3161727431160077,3.3161727431160077,lipid20,0.6070551495000001,0.6070551495000001,0.87131608159375,0.87131608159375,4.676055487672415,4.676055487672415,4.492432666848767,4.492432666848767,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000031357<==>ENSMUSG00000028053,ENSMUSG00000031357,ENSMUSG00000028053,RNAseq<==>RNAseq,0.006530017254715304,0.0008629681828999817,0.0008629681828999817,0.006530017254715304,0.0008629681828999817,0.0008629681828999817,1.8561709910515194e-11,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.8571428571428571,0.9285714285714286,0.9285714285714286,0.9047619047619048,8.77040793271843e-10,ENSMUSG00000031357,5.607516424,5.607516424,9.0700643085,9.0700643085,2.748781533228978,2.748781533228978,2.651955010430864,2.651955010430864,ENSMUSG00000028053,35.156398280000005,35.156398280000005,48.16830430562499,48.16830430562499,2.151771403645706,2.151771403645706,2.0036238902558297,2.0036238902558297,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid109<==>lipid117,lipid109,lipid117,lipid_metab<==>lipid_metab,0.0020798891767108882,0.019544537274857787,0.004512385603651026,0.0020798891767108882,0.019544537274857787,0.004512385603651026,9.540217152820579e-09,0.9036144578313253,0.790433332862751,0.8742671711966791,0.9036144578313253,0.790433332862751,0.8742671711966791,0.8561049872969185,2.4246235544277396e-07,lipid109,305.1454447,305.1454447,263.00665733562505,263.00665733562505,2.26457525370406,2.26457525370406,2.1357790664327676,2.1357790664327676,lipid117,889.47183295,889.47183295,1728.75048374375,1728.75048374375,2.95865375316116,2.95865375316116,2.951218125742063,2.951218125742063,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000078427<==>ENSMUSG00000026353,ENSMUSG00000078427,ENSMUSG00000026353,RNAseq<==>RNAseq,0.05799031816457279,0.006530017254715304,0.006530017254715304,0.05799031816457279,0.006530017254715304,0.006530017254715304,7.177725221526229e-07,0.6904761904761905,0.8571428571428571,0.8571428571428571,0.6904761904761905,0.8571428571428571,0.8571428571428571,0.8015873015873015,2.9212010181060584e-06,ENSMUSG00000078427,27.408338025,27.408338025,36.895974530937494,36.895974530937494,1.3917329909382397,1.3917329909382397,1.365630906805958,1.365630906805958,ENSMUSG00000026353,109.0766117,109.0766117,122.51872258968748,122.51872258968748,1.0115228369511302,1.0115228369511302,0.9568903422951187,0.9568903422951187,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000038708<==>ENSMUSG00000053453,ENSMUSG00000038708,ENSMUSG00000053453,RNAseq<==>RNAseq,0.010175540123456787,4.96031746031746e-05,0.020815127253525318,0.010175540123456787,4.96031746031746e-05,0.020815127253525318,7.097053677562786e-11,0.8333333333333334,1.0,0.7857142857142857,0.8333333333333334,1.0,0.7857142857142857,0.873015873015873,2.3365332204259933e-09,ENSMUSG00000038708,43.68936848,43.68936848,71.75308657124998,71.75308657124998,2.3298275821934236,2.3298275821934236,2.3517951908097565,2.3517951908097565,ENSMUSG00000053453,15.551660994999999,15.551660994999999,25.256811597531247,25.256811597531247,3.445008720776799,3.445008720776799,3.5497974314745235,3.5497974314745235,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid211<==>lipid207,lipid211,lipid207,lipid_metab<==>lipid_metab,0.006876451147459249,0.1594988366060235,0.10772123669287088,0.006876451147459249,0.1594988366060235,0.10772123669287088,0.000303735769955726,0.8545611491092094,0.5481927710843374,0.6107893935757621,0.8545611491092094,0.5481927710843374,0.6107893935757621,0.6711811045897697,0.001289962692901543,lipid211,3131.27846,3131.27846,2851.03658673125,2851.03658673125,1.5775541087157503,1.5775541087157503,1.5457761111142712,1.5457761111142712,lipid207,325.8583341,325.8583341,308.04281457165615,308.04281457165615,8.784837387940694,8.784837387940694,6.178189219281564,6.178189219281564,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000038708<==>ENSMUSG00000034252,ENSMUSG00000038708,ENSMUSG00000034252,RNAseq<==>RNAseq,0.0020082755054294677,0.020815127253525318,0.05799031816457279,0.0020082755054294677,0.020815127253525318,0.05799031816457279,6.94909751966344e-07,0.9047619047619048,0.7857142857142857,0.6904761904761905,0.9047619047619048,0.7857142857142857,0.6904761904761905,0.7936507936507936,2.8494370946438355e-06,ENSMUSG00000038708,43.68936848,43.68936848,71.75308657124998,71.75308657124998,2.3298275821934236,2.3298275821934236,2.3517951908097565,2.3517951908097565,ENSMUSG00000034252,27.48995075,27.48995075,39.7372434190625,39.7372434190625,1.719954050566242,1.719954050566242,1.7693546293487994,1.7693546293487994,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid109<==>lipid161,lipid109,lipid161,lipid_metab<==>lipid_metab,0.007604059076449137,0.11952980613879265,0.06209269238231711,0.007604059076449137,0.11952980613879265,0.06209269238231711,0.00010018418032665744,0.8493975903614458,0.5952380952380952,0.6826469692905577,0.8493975903614458,0.5952380952380952,0.6826469692905577,0.7090942182966996,0.0005230192894237521,lipid109,305.1454447,305.1454447,263.00665733562505,263.00665733562505,2.26457525370406,2.26457525370406,2.1357790664327676,2.1357790664327676,lipid161,524.1554964,524.1554964,538.690789136875,538.690789136875,2.015844717992486,2.015844717992486,2.020431639100637,2.020431639100637,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000024188<==>ENSMUSG00000034620,ENSMUSG00000024188,ENSMUSG00000034620,RNAseq<==>RNAseq,0.04652823228416728,0.08555889101267318,0.0020082755054294677,0.04652823228416728,0.08555889101267318,0.0020082755054294677,4.7613916399048714e-06,0.7142857142857143,0.6428571428571429,0.9047619047619048,0.7142857142857143,0.6428571428571429,0.9047619047619048,0.753968253968254,1.3913973747363355e-05,ENSMUSG00000024188,25.769067735,25.769067735,27.7709003740625,27.7709003740625,0.9996822858286636,0.9996822858286636,0.9645412387228752,0.9645412387228752,ENSMUSG00000034620,6.4342195745,6.4342195745,9.521998558,9.521998558,2.342358423550063,2.342358423550063,2.1660571392316026,2.1660571392316026,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000036940<==>ENSMUSG00000031902,ENSMUSG00000036940,ENSMUSG00000031902,RNAseq<==>RNAseq,0.02800493915307187,0.006530017254715304,0.0038503204637324114,0.02800493915307187,0.006530017254715304,0.0038503204637324114,9.083464419492469e-08,0.7619047619047619,0.8571428571428571,0.8809523809523809,0.7619047619047619,0.8571428571428571,0.8809523809523809,0.8333333333333334,5.399291663677353e-07,ENSMUSG00000036940,5.306196663,5.306196663,6.319539214218751,6.319539214218751,1.5544659029809142,1.5544659029809142,1.5469715251134635,1.5469715251134635,ENSMUSG00000031902,14.393164595,14.393164595,17.487508869625,17.487508869625,1.2117114614964275,1.2117114614964275,1.2921914138357318,1.2921914138357318,True,True,1.0,1.0,1.0,1.0,1,1.0
ENSMUSG00000022205<==>ENSMUSG00000058056,ENSMUSG00000022205,ENSMUSG00000058056,RNAseq<==>RNAseq,6.548558831120576e-05,3.314396026200151e-05,0.0020082755054294677,6.548558831120576e-05,3.314396026200151e-05,0.0020082755054294677,6.847056640378177e-17,0.9700772721497398,0.9761904761904762,0.9047619047619048,0.9700772721497398,0.9761904761904762,0.9047619047619048,0.950343217700707,1.3976212014339936e-13,ENSMUSG00000022205,244.799534,244.799534,311.49272949375006,311.49272949375006,1.701237050592032,1.701237050592032,1.5541450962445003,1.5541450962445003,ENSMUSG00000058056,74.741700345,74.741700345,77.41293015312499,77.41293015312499,1.1710447624272804,1.1710447624272804,1.0374798158436127,1.0374798158436127,True,True,1.0,1.0,1.0,1.0,1,1.0
lipid503<==>lipid199,lipid503,lipid199,lipid_metab<==>lipid_metab,0.0001142141982578083,0.11396448084515579,0.12334216912361896,0.0001142141982578083,0.11396448084515579,0.12334216912361896,3.5419975794043585e-07,-0.9639253854237597,-0.6024533658898499,-0.5904042985720529,-0.9639253854237597,-0.6024533658898499,-0.5904042985720529,-0.7189276832952208,4.9584537265988795e-06,lipid503,93.17947938,93.17947938,124.89538736759374,124.89538736759374,-1.6347141127275597,-1.6347141127275597,-1.7306249492457344,-1.7306249492457344,lipid199,14196.20267,14196.20267,13777.77219015625,13777.77219015625,2.1040794566192327,2.1040794566192327,1.9658107156939626,1.9658107156939626,True,True,-1.0,-1.0,1.0,-1.0,1,-1.0
